,userId,userId,userId,training,training,training,country,country,country,orderNumber,orderNumber,orderNumber,experimentNumber,experimentNumber,experimentNumber,type,type,type,M1,M2,M2country,M3,M3m,M3o,M3t,M4,M4m,M4o,M4t,M4perSec,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M14,M15,M15m,M15o,M15t,M16,M16m,M16o,M16t,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M29,M30,M30country,V10t
93,12FRH06,12FRH06,12FRH06,False,False,False,0,0,0,6,6,6,94,94,94,n,n,n,0.5,0.25,,0.16318248175182484,0.0,0.152,0.164256,137,0,12,125,4.431935817805384,113.97973613616759,0.0,64.43808577164548,115.30172947450293,0.06291176470588235,0.0,0.08800000000000001,0.0583728813559322,0,0.0,,0,30.912,22.356,0.0,1.824,20.532,0.0,0.08158883521202362,0.9184111647879764,2727,1,0,0,1,31856,0,6251,25605,2462.289455366476,5,6,7,14,5,5,1,20,7,3,0.125,,4
94,12FRH06,12FRH06,12FRH06,False,False,False,4,4,4,6,6,6,95,95,95,n,n,n,0.5,0.25,0.25,0.16999040438656612,0.0,0.1875,0.16929151817533855,1459,0,56,1403,4.02473876438589,120.29667536600068,0.0,138.0877120551986,119.73283180220129,0.07852674897119342,0.0,0.07587096774193548,0.0771764705882353,0,0.0,,0,362.508,248.016,0.0,10.5,237.516,0.0,0.0423359783239791,0.9576640216760209,9539,2,0,1,1,363927,0,347326,16601,6695.001532069885,12,13,10,7,12,10,1,20,7,3,0.125,0.125,9
95,6MDH09,6MDH09,6MDH09,False,False,False,0,0,0,9,9,9,86,86,86,e,e,e,0.25,0.375,,0.3473653846153846,0.312,0.26657142857142857,0.353625,208,2,14,192,2.112018195849072,160.91667729987904,0.0,76.32388441781889,143.5665213822743,0.1267246376811594,0.0,0.040799999999999996,0.1356,2,0.5,417.11844785966275,2,98.484,72.252,0.624,3.732,67.896,0.008636439129712672,0.05165254941039695,0.9397110114598904,1584,1,0,1,0,99533,510,43651,55372,2761.0562649281896,9,2,2,11,11,2,17,1,12,3,0.5,,4
96,6MDH09,6MDH09,6MDH09,False,False,False,3,3,3,9,9,9,87,87,87,e,e,e,0.375,0.375,0.375,0.2855477767265847,0.42227586206896556,0.27706451612903227,0.2776868571428571,1057,58,124,875,2.8625437370684517,142.69846137267587,75.05471594987777,101.82237588538254,133.1854603264784,0.06385227272727273,0.04215384615384615,0.05055,0.06263768115942028,20,1.0,492.92045704143703,13,369.252,301.824,24.492,34.356,242.976,0.08114662849872774,0.1138279262086514,0.8050254452926209,9395,6,0,3,3,364180,0,195105,169075,6737.551781998227,14,1,5,11,17,2,17,1,12,3,0.5,0.5,12
97,6MDH09,6MDH09,6MDH09,False,False,False,0,0,0,9,9,9,90,90,90,c,c,c,0.5,0.375,,0.40546153846153843,0.35400000000000004,0.2556,0.45566666666666666,52,6,10,36,2.145214521452145,257.7936941374281,231.73037949025164,258.6048462353786,184.89375175865425,0.06188235294117647,0.048,0.06,0.05567999999999999,5,1.25,390.0548351798367,4,24.24,21.084,2.124,2.556,16.404,0.10073989755264656,0.12122936824132044,0.778030734206033,1736,1,0,0,1,25156,0,1601,23555,4466.426192908586,11,11,11,11,11,11,12,8,13,2,0.25,,4
98,6MDH09,6MDH09,6MDH09,False,False,False,4,4,4,9,9,9,91,91,91,c,c,c,0.375,0.375,0.375,0.2296492890995261,0.2593846153846154,0.25051851851851853,0.22571270718232045,844,39,81,724,3.3032750954975265,149.72213917741016,93.87513399478625,111.22971705674176,135.54547576037322,0.07316725978647687,0.05305263157894737,0.06142857142857143,0.06634061135371179,22,1.1,446.3728358526549,13,255.504,193.824,10.116,20.292,163.416,0.05219167904903417,0.10469291728578504,0.8431154036651807,7703,1,0,0,1,257547,0,71723,185824,13877.453894526781,9,2,6,13,9,2,12,8,13,2,0.25,0.25,8
99,6MDH09,6MDH09,6MDH09,False,False,False,0,0,0,9,9,9,84,84,84,s,s,s,0.25,0.25,,0.2624630541871921,0.30000000000000004,0.21769230769230768,0.26712,609,31,78,500,3.0476819601249097,161.30697494931385,187.4170453564408,153.85332878406635,132.0738747426328,0.06576315789473684,0.057176470588235294,0.09538461538461539,0.055879828326180256,20,5.0,393.5585331094953,7,199.824,159.84,9.3,16.98,133.56,0.05818318318318318,0.10623123123123124,0.8355855855855856,127229,0,0,0,0,202665,296,163863,38506,9356.047519461048,10,2,2,20,6,1,4,17,11,2,0.375,,4
100,6MDH09,6MDH09,6MDH09,False,False,False,2,2,2,9,9,9,85,85,85,s,s,s,0.625,0.25,0.25,0.24247837599293912,0.29509090909090907,0.24153846153846154,0.2387064220183486,1133,66,195,872,3.204258014887215,145.96841711807676,104.5437685032952,132.66260408312144,127.06089323405247,0.0696678445229682,0.0426,0.08912903225806451,0.055336633663366344,29,1.45,371.3308914950553,15,353.592,274.728,19.476,47.1,208.152,0.07089193675198742,0.17144229929239102,0.7576657639556215,19923,5,0,4,1,353418,0,349182,4236,17762.377645056004,11,1,5,16,11,3,4,17,11,2,0.375,0.375,11
101,6MDH09,6MDH09,6MDH09,False,False,False,0,0,0,9,9,9,88,88,88,n,n,n,0.0,0.75,,0.27784615384615385,0.0,0.2136,0.28729411764705887,39,0,5,34,3.0232558139534884,183.4328961625775,0.0,35.63279696124993,160.3502660224261,0.05431578947368421,0.0,0.036,0.05089655172413793,0,0.0,,0,12.9,10.836,0.0,1.068,9.768,0.0,0.09856035437430787,0.9014396456256921,2214,0,0,0,0,12421,0,6160,6261,2964.640734832657,5,1,16,14,8,1,2,20,11,1,0.125,,4
102,6MDH09,6MDH09,6MDH09,False,False,False,1,1,1,9,9,9,89,89,89,n,n,n,0.375,0.75,0.75,0.23803990024937655,0.0,0.247943661971831,0.237077975376197,802,0,71,731,3.427350427350427,136.28947956390246,0.0,104.41857249394286,136.89493533046408,0.05379775280898876,0.0,0.045000000000000005,0.0539568345323741,0,0.0,,0,234.0,190.908,0.0,17.604,173.304,0.0,0.09221195549688856,0.9077880445031116,8492,6,0,4,2,-1473940253394,0,227877,-1473940481271,7339.213582933432,7,1,6,15,9,1,2,20,11,1,0.125,0.125,12
103,13MM08,13MM08,13MM08,False,False,False,0,0,0,8,8,8,111,111,111,e,e,e,0.5,0.25,,0.20526315789473684,0.384,0.24857142857142858,0.20286567164179106,209,1,7,201,3.877263282873256,125.31335700290244,0.0,0.0,121.02621781695134,0.05290384615384615,0.0,0.0,0.051979274611398965,1,0.25,704.9548640527013,1,53.904,42.9,0.384,1.74,40.776,0.008951048951048951,0.04055944055944056,0.9504895104895106,1392,1,0,0,1,55067,0,6617,48450,2830.3431847903707,13,10,12,14,9,10,9,2,12,3,0.5,,4
104,13MM08,13MM08,13MM08,False,False,False,4,4,4,8,8,8,112,112,112,e,e,e,0.5,0.25,0.25,0.1799388275276126,0.21230769230769228,0.17609302325581397,0.17985528756957328,1177,13,86,1078,4.136442869995502,130.72605288160514,57.415881921114746,199.1039458992979,119.70198819921484,0.06186734693877551,0.0375,0.1245,0.05824561403508772,6,0.3,542.2988017251703,3,284.544,211.788,2.76,15.144,193.884,0.013031899824352653,0.07150546773188282,0.9154626324437644,17028,1,0,0,1,286337,255,124376,161706,14171.642610265439,16,16,12,9,13,18,9,2,12,3,0.5,0.5,8
105,13MM08,13MM08,13MM08,False,False,False,0,0,0,8,8,8,109,109,109,c,c,c,0.5,0.25,,0.1888421052631579,0.0,0.195,0.188448,266,0,16,250,4.095836412909583,125.18798615470351,0.0,193.6720687699527,119.4990112544519,0.05551698113207547,0.0,0.0495,0.05487136929460581,0,0.0,,0,64.944,50.232,0.0,3.12,47.112,0.0,0.06211180124223603,0.9378881987577641,21545,0,0,0,0,64510,24,9237,55249,6997.554206820872,14,10,12,13,10,12,4,9,11,2,0.375,,4
106,13MM08,13MM08,13MM08,False,False,False,1,1,1,8,8,8,110,110,110,c,c,c,0.375,0.25,0.25,0.19022577422577422,0.321,0.18956521739130436,0.18971120689655172,1001,4,69,928,4.078655714192581,105.70567990209575,39.06384532309364,85.50106755781007,101.86490514665132,0.055008,0.036,0.04858536585365854,0.05465333333333334,3,0.15,520.9523547651041,3,245.424,190.416,1.284,13.08,176.052,0.006743130829342072,0.06869170657927906,0.9245651625913789,8878,4,1,0,3,245666,1498,15051,229117,9859.067895674307,16,15,10,10,14,12,4,9,11,2,0.375,0.375,12
107,13MM08,13MM08,13MM08,False,False,False,0,0,0,8,8,8,107,107,107,s,s,s,0.5,0.375,,0.2083488372093023,0.2833333333333333,0.23249999999999998,0.2010985915492958,516,18,72,426,3.5776686912388715,134.70795198328364,173.33639870341102,171.79902180162316,111.4140439993569,0.07130097087378641,0.597,0.06213333333333333,0.05630769230769231,13,3.25,319.35542821869814,8,144.228,107.508,5.1,16.74,85.668,0.04743833017077799,0.15570934256055363,0.7968523272686685,9404,2,0,0,2,148752,5432,62775,80545,19204.445541683905,16,9,8,16,18,12,6,7,13,4,0.25,,5
108,13MM08,13MM08,13MM08,False,False,False,2,2,2,8,8,8,108,108,108,s,s,s,0.75,0.375,0.375,0.17965681601525263,0.17795121951219514,0.15197260273972601,0.18442691415313225,1049,41,146,862,3.731927367941712,113.980559645797,82.41122374337249,107.46470130991926,105.84185259175146,0.08838549618320611,0.0568695652173913,0.06741573033707865,0.0818423645320197,19,0.95,307.8349476984775,13,281.088,188.46,7.296,22.188,158.976,0.03871378541865648,0.11773320598535497,0.8435530085959885,11721,3,0,1,2,282300,21211,49240,211849,28126.462947058204,19,15,7,10,19,15,6,7,13,4,0.25,0.25,11
109,13MM08,13MM08,13MM08,False,False,False,0,0,0,8,8,8,113,113,113,n,n,n,0.5,0.5,,0.19532307692307693,0.0,0.168,0.1961904761904762,65,0,2,63,4.003449125400345,126.67489223537439,0.0,0.0,130.0750719012761,0.0553125,0.0,0.0,0.0566,0,0.0,,0,16.236,12.696,0.0,0.336,12.36,0.0,0.026465028355387527,0.9735349716446124,1129,1,0,0,1,15795,0,4782,11013,2474.664324892967,10,10,10,13,12,10,1,11,16,1,0.125,,4
110,13MM08,13MM08,13MM08,False,False,False,3,3,3,8,8,8,114,114,114,n,n,n,0.375,0.5,0.5,0.18796865817825661,0.0,0.20941176470588235,0.185588683351469,1021,0,102,919,4.103961669560744,121.72623850947855,0.0,78.06811747560589,118.03095546482763,0.05575294117647059,0.0,0.048,0.05504651162790698,0,0.0,,0,248.784,191.916,0.0,21.36,170.556,0.0,0.11129869317826549,0.8887013068217345,7791,3,0,0,3,-1474025936664,0,42367,-1474025979031,10390.866148382893,13,9,9,14,10,9,1,11,16,1,0.125,0.125,12
111,12JR11,12JR11,12JR11,False,False,False,4,4,4,11,11,11,102,102,102,e,e,e,0.5,0.25,0.25,0.19538839285714288,0.2659672131147541,0.21358620689655172,0.19058959537572254,1792,61,174,1557,4.026133922874372,120.11655653122496,80.85797558489041,72.83677767617196,113.49217765756995,0.053018425460636516,0.04552941176470588,0.043745454545454546,0.05291672218520986,31,1.55,480.17361917168256,15,445.092,350.136,16.224,37.164,296.748,0.046336280759476316,0.1061416135444513,0.8475221056960723,6884,1,0,1,0,445916,401,416925,28590,6819.300184780515,12,8,5,9,13,6,17,2,11,2,0.375,0.375,8
112,12JR11,12JR11,12JR11,False,False,False,0,0,0,11,11,11,105,105,105,c,c,c,0.5,0.5,,0.19816901408450704,0.21942857142857145,0.19152000000000002,0.1983272727272727,142,7,25,110,3.9749188220803946,156.8066361719029,100.40104283693174,91.47400748660354,148.84137570872147,0.053787234042553186,0.042,0.04725,0.054060606060606066,5,1.25,537.3957528903371,4,35.724,28.14,1.536,4.788,21.816,0.05458422174840085,0.1701492537313433,0.7752665245202558,2099,1,0,1,0,37546,0,4493,33053,5047.085716864944,3,3,1,4,4,1,11,2,13,3,0.5,,4
113,12JR11,12JR11,12JR11,False,False,False,3,3,3,11,11,11,106,106,106,c,c,c,0.875,0.5,0.5,0.17948414830736162,0.2781176470588235,0.18673684210526317,0.173942238267148,1861,85,114,1662,4.19586410901581,130.62931559707627,72.64495007552424,64.08922513186482,121.30524731882532,0.05887741935483871,0.04223076923076923,0.03769014084507043,0.0550352504638219,37,1.85,492.27931118516955,15,443.532,334.02,23.64,21.288,289.092,0.07077420513741693,0.06373271061613077,0.8654930842464523,6780,2,0,2,0,444497,0,14755,429742,14765.71769937418,12,6,4,13,13,6,11,2,13,3,0.5,0.5,13
114,12JR11,12JR11,12JR11,False,False,False,0,0,0,11,11,11,103,103,103,s,s,s,0.5,0.75,,0.1832558139534884,0.22661538461538464,0.17208510638297872,0.17250000000000001,129,26,47,56,4.187767822360732,150.56295115903646,118.9274440282593,82.10167434989845,141.50265872037022,0.05596875,0.054,0.040799999999999996,0.050042553191489356,15,3.75,383.2626214732029,6,30.804,23.64,5.892,8.088,9.66,0.24923857868020305,0.3421319796954314,0.4086294416243655,5042,1,0,0,1,-1474017160817,24,26688,-1474017187529,5384.751388029376,4,3,3,3,2,2,3,6,15,1,0.125,,4
115,12JR11,12JR11,12JR11,False,False,False,1,1,1,11,11,11,104,104,104,s,s,s,0.625,0.75,0.75,0.1821295590636908,0.27722222222222226,0.18623175965665237,0.17462566844919786,1837,108,233,1496,4.227653502715641,124.58542356503709,107.07543583279461,112.51646323604432,115.53394722901548,0.054437908496732024,0.04135384615384616,0.06081987577639751,0.053090146750524106,52,2.6,346.4721114773289,19,434.52,334.572,29.94,43.392,261.24,0.08948746458161472,0.12969405688461677,0.7808184785337685,13584,1,0,0,1,435082,11160,423644,278,12501.246232854155,7,5,3,9,12,5,3,6,15,1,0.125,0.125,11
116,12JR11,12JR11,12JR11,False,False,False,0,0,0,11,11,11,100,100,100,n,n,n,0.5,0.625,,0.18554198473282443,0.0,0.2168,0.1843015873015873,786,0,30,756,4.120274265584701,119.5685042524962,0.0,110.19530204843154,113.85827372248563,0.057233121019108275,0.0,0.04941176470588235,0.05653908355795148,0,0.0,,0,190.764,145.836,0.0,6.504,139.332,0.0,0.04459804163581008,0.9554019583641897,1758,0,0,0,0,-1474015261704,0,171589,-1474015433293,3020.2866549207324,6,9,4,6,10,3,1,20,15,4,0.25,,4
117,12JR11,12JR11,12JR11,False,False,False,2,2,2,11,11,11,101,101,101,n,n,n,0.75,0.625,0.625,0.19486588235294117,0.0,0.1905,0.19505896805896805,1700,0,72,1628,4.036087369420703,104.11196528165515,0.0,76.31174717999392,103.38604360978421,0.0529299587992937,0.0,0.04013793103448276,0.053219696969696965,0,0.0,,0,421.2,331.272,0.0,13.716,317.556,0.0,0.041404042599434907,0.958595957400565,6613,1,0,0,1,421694,0,392774,28920,7521.451806804796,10,7,4,9,13,6,1,20,15,4,0.25,0.25,11
118,10F,10F,10F,False,False,False,0,0,0,10,10,10,172,172,172,e,e,e,0.25,0.5,,0.27998019801980195,0.144,0.304,0.27921019108280254,202,6,39,157,2.938780260707635,161.11091177434264,50.550584351954306,223.3473501268978,122.7421674232625,0.06059701492537313,0.032,0.073,0.048375,3,0.75,485.6793270925769,3,68.736,56.556,0.864,11.856,43.836,0.015276893698281349,0.20963293019308296,0.7750901761086357,3749,14,0,2,12,69819,0,3431,66388,11017.597408047015,7,7,6,7,6,5,13,13,7,4,0.375,,4
119,10F,10F,10F,False,False,False,3,3,3,10,10,10,173,173,173,e,e,e,0.625,0.5,0.5,0.26428871067242443,0.37515789473684213,0.2403191489361702,0.2644989247311828,1621,38,188,1395,2.939981572971757,120.4644771154429,51.71252770781058,70.50389106939767,113.33232106070682,0.0758962962962963,0.04736842105263158,0.17891891891891892,0.057107551487414185,19,0.95,499.57802861689544,10,551.364,428.412,14.256,45.18,368.976,0.03327637881291841,0.10545923083387021,0.8612643903532115,16564,26,0,2,24,553576,0,106620,446956,45665.969188826864,10,8,12,10,8,13,13,13,7,4,0.375,0.375,13
120,10F,10F,10F,False,False,False,0,0,0,10,10,10,174,174,174,c,c,c,0.5,0.25,,0.2908629441624365,0.216,0.2682,0.2970887573964497,197,8,20,169,2.823158498137002,143.90002869072933,119.96109649364207,98.63369597481136,126.14515182846172,0.0636734693877551,0.039,0.057999999999999996,0.06134210526315789,4,1.0,407.7137859395418,4,69.78,57.3,1.728,5.364,50.208,0.030157068062827225,0.09361256544502618,0.8762303664921466,3124,7,0,1,6,70800,0,6844,63956,29085.9662784474,4,4,3,2,2,3,3,6,13,2,0.125,,4
121,10F,10F,10F,False,False,False,4,4,4,10,10,10,175,175,175,c,c,c,0.625,0.25,0.25,0.23728486646884275,0.1745,0.20377499999999998,0.24318556701030927,1348,24,160,1164,3.0340679919331603,109.98252754335155,51.59282315392068,71.47772973370344,101.29857140994606,0.09237416481069043,0.05630769230769231,0.2607741935483871,0.05425753424657534,11,0.55,387.01951468410596,6,444.288,319.86,4.188,32.604,283.068,0.013093228287375726,0.1019320952916901,0.8849746764209341,9215,30,0,1,29,467384,0,70782,396602,46756.312728646,11,8,7,10,9,11,3,6,13,2,0.125,0.125,9
122,10F,10F,10F,False,False,False,0,0,0,10,10,10,170,170,170,s,s,s,0.25,0.375,,0.19083116883116885,0.1902127659574468,0.1625769230769231,0.2097324840764331,308,47,104,157,3.08197246237592,154.60826667404478,87.00550463126321,107.31034334059807,107.1400030772723,0.134071661237785,0.048,0.11645070422535213,0.08516129032258064,28,7.0,313.90669153332163,8,99.936,58.776,8.94,16.908,32.928,0.15210289914250713,0.2876684360963659,0.5602286647611269,8193,15,0,5,10,106340,11578,23823,70939,23985.738270160742,5,4,4,7,5,6,10,6,7,3,0.5,,5
123,10F,10F,10F,False,False,False,2,2,2,10,10,10,171,171,171,s,s,s,0.5,0.375,0.375,0.252,0.24817021276595744,0.2597360406091371,0.25032209737827715,1045,47,197,801,3.080850963466119,148.63684647981594,142.2656546749864,121.41523164344467,128.43721910440598,0.0726551724137931,0.1356521739130435,0.06396694214876034,0.054655737704918037,31,1.55,508.533819091353,15,339.192,263.34,11.664,51.168,200.508,0.04429254955570745,0.19430394167236273,0.76140350877193,19903,72,0,2,70,342318,28403,56331,257584,87806.23836151086,10,8,9,13,7,15,10,6,7,3,0.5,0.5,12
124,10F,10F,10F,False,False,False,0,0,0,10,10,10,176,176,176,n,n,n,0.5,0.25,,0.28417241379310343,0.0,0.2088,0.2912830188679245,116,0,10,106,2.9780242349558432,136.54343131442332,0.0,80.75492054977363,132.2932123483848,0.05206956521739131,0.0,0.036,0.04997938144329897,0,0.0,,0,38.952,32.964,0.0,2.088,30.876,0.0,0.06334182744812523,0.9366581725518749,1982,6,0,0,6,39973,0,9935,30038,10926.174588450709,2,3,4,1,3,3,6,6,10,1,0.25,,4
125,10F,10F,10F,False,False,False,1,1,1,10,10,10,177,177,177,n,n,n,0.5,0.25,0.25,0.2761331484049931,0.0,0.27008955223880593,0.2771120064464142,1442,0,201,1241,2.9746433316005314,120.88073693320068,0.0,78.46614317790792,116.02143635105102,0.060083275503122834,0.0,0.0689433962264151,0.05239126637554585,0,0.0,,0,484.764,398.184,0.0,54.288,343.896,0.0,0.1363389789644988,0.8636610210355011,9855,23,0,1,22,485015,0,95226,389789,33487.17902180887,7,6,6,6,6,9,6,6,10,1,0.25,0.25,12
126,17MRW13,17MRW13,17MRW13,False,False,False,0,0,0,13,13,13,135,135,135,e,e,e,0.5,0.75,,0.2159160839160839,0.144,0.2290909090909091,0.21703125,143,4,11,128,3.807241746538871,140.02473317869155,51.54723352373645,68.35361844509637,113.89468935096603,0.04707042253521127,0.036,0.038400000000000004,0.04472727272727273,2,0.5,468.183623537259,3,37.56,30.876,0.576,2.52,27.78,0.0186552662261951,0.08161678973960357,0.8997279440342013,2052,1,0,1,0,39184,0,25261,13923,2322.734730371088,2,2,3,11,2,2,12,13,14,1,0.25,,4
127,17MRW13,17MRW13,17MRW13,False,False,False,2,2,2,13,13,13,136,136,136,e,e,e,0.5,0.75,0.75,0.1774263829787234,0.23976923076923076,0.2397857142857143,0.16731157270029673,1175,52,112,1011,4.332979319703809,126.90236118388674,112.6610890760779,83.90272319905927,113.79833783602183,0.05340715502555367,0.042923076923076925,0.05492957746478873,0.051055214723926386,30,1.5,442.81019754844374,16,271.176,208.476,12.468,26.856,169.152,0.05980544523110574,0.12882058366430668,0.8113739711045875,22450,1,0,1,0,272015,3523,264686,3806,9065.898965255126,2,9,9,12,2,3,12,13,14,1,0.25,0.25,11
128,17MRW13,17MRW13,17MRW13,False,False,False,0,0,0,13,13,13,133,133,133,c,c,c,0.5,0.625,,0.22450393700787402,0.177,0.2522857142857143,0.21428571428571427,127,8,42,77,3.1858318282159344,211.53966743170676,123.33576848928047,65.94473087562629,135.9515440058359,0.0900952380952381,0.06,0.044000000000000004,0.05678571428571429,7,1.75,438.3444226980976,6,39.864,28.512,1.416,10.596,16.5,0.04966329966329966,0.37163299663299665,0.5787037037037037,1359,1,0,0,1,41488,0,16673,24815,8036.616811032769,1,4,1,11,1,1,15,18,18,4,0.375,,4
129,17MRW13,17MRW13,17MRW13,False,False,False,1,1,1,13,13,13,134,134,134,c,c,c,0.875,0.625,0.625,0.16115424354243543,0.24583783783783783,0.15248979591836734,0.15374658158614402,1355,111,147,1097,4.522998865077776,132.4160451164053,60.11497166123888,73.24844378553777,115.61385205766723,0.05998227474150664,0.042,0.053285714285714283,0.05704615384615385,42,2.1,463.5685414481548,21,299.58,218.364,27.288,22.416,168.66,0.12496565367917789,0.10265428367313294,0.7723800626476891,8691,4,0,1,3,298730,0,53475,245255,13313.506959951888,8,2,6,11,1,2,15,18,18,4,0.375,0.375,12
130,17MRW13,17MRW13,17MRW13,False,False,False,0,0,0,13,13,13,137,137,137,s,s,s,0.5,0.25,,0.1966153846153846,0.264,0.165,0.20045454545454547,65,5,16,44,4.048330842052815,170.44246815106268,225.11747747164983,168.87486992813092,135.42650282814324,0.0511875,0.042,0.072,0.04971428571428571,4,1.0,250.43409333927104,4,16.056,12.78,1.32,2.64,8.82,0.10328638497652583,0.20657276995305165,0.6901408450704226,2011,1,1,0,0,17481,4137,13032,312,6137.605463615646,2,2,2,11,2,2,9,6,18,2,0.125,,4
131,17MRW13,17MRW13,17MRW13,False,False,False,4,4,4,13,13,13,138,138,138,s,s,s,0.5,0.25,0.25,0.16640857334226392,0.21743589743589745,0.18341605839416059,0.1597094430992736,1493,117,137,1239,4.495958756429251,132.126348311219,85.51327711528228,134.3904568069206,118.14736563151348,0.05605093833780161,0.07324675324675324,0.06951724137931034,0.05093959731543624,48,2.4,404.4866438571809,19,332.076,248.448,25.44,25.128,197.88,0.10239567233384854,0.10113987635239567,0.7964644513137558,74855,0,0,0,0,331516,552,330614,350,17733.82580897817,9,7,3,10,9,2,9,6,18,2,0.125,0.125,8
132,17MRW13,17MRW13,17MRW13,False,False,False,0,0,0,13,13,13,131,131,131,n,n,n,0.5,0.25,,0.194,0.0,0.2352,0.18969037656903764,264,0,25,239,3.922967189728958,134.36724666531998,0.0,119.87651608027356,118.34407256069333,0.06114068441064638,0.0,0.109,0.058506666666666665,0,0.0,,0,67.296,51.216,0.0,5.88,45.336,0.0,0.1148078725398313,0.8851921274601686,5162,1,0,1,0,-1474278730001,0,57224,-1474278787225,4353.951020406562,5,4,4,14,5,1,1,15,13,3,0.5,,4
133,17MRW13,17MRW13,17MRW13,False,False,False,3,3,3,13,13,13,132,132,132,n,n,n,0.5,0.25,0.25,0.16727577535624477,0.0,0.14492307692307693,0.1680311958405546,1193,0,39,1154,4.5226397355412,118.77498636476015,0.0,86.7824253794535,114.69783940179428,0.053879194630872485,0.0,0.04666666666666666,0.053513802315227066,0,0.0,,0,263.784,199.56,0.0,5.652,193.908,0.0,0.028322309079975946,0.971677690920024,7744,1,0,1,0,-1474278748913,0,-1474278761874,12961,7403.44961157709,3,14,1,11,4,1,1,15,13,3,0.5,0.5,12
134,12F,12F,12F,False,False,False,0,0,0,12,12,12,188,188,188,e,e,e,0.5,0.375,,0.1823658969804618,0.18137142857142857,0.181741935483871,0.1825236051502146,563,35,62,466,3.9231262368648436,150.8586563987089,44.954839735220126,102.11980314748602,120.77438771718182,0.07266192170818506,0.05890909090909091,0.04114285714285714,0.06425629290617849,26,6.5,487.28364772588276,8,143.508,102.672,6.348,11.268,85.056,0.06182795698924731,0.10974754558204769,0.828424497428705,57077,0,0,0,0,141843,0,4006,137837,6830.747834605497,10,2,8,15,13,2,15,4,5,4,0.125,,5
135,12F,12F,12F,False,False,False,4,4,4,12,12,12,189,189,189,e,e,e,0.375,0.375,0.375,0.20934470989761092,0.19287272727272728,0.21959358288770053,0.20825806451612905,1172,55,187,930,3.765679621632737,122.41760513766103,93.71975470610528,73.21292644293918,102.5737833496191,0.0562596071733561,0.04834285714285714,0.050150943396226416,0.051094958968347017,24,1.2,596.7050147996275,12,311.232,245.352,10.608,41.064,193.68,0.04323584075124719,0.16736770028367406,0.7893964589650787,41676,1,0,0,1,466692,650,95403,370639,17599.560078076334,12,2,7,16,16,2,15,4,5,4,0.125,0.125,7
136,12F,12F,12F,False,False,False,0,0,0,12,12,12,190,190,190,c,c,c,0.5,0.375,,0.19013545816733066,0.144,0.20066666666666666,0.18951724137931036,251,1,18,232,3.9742858952435243,137.79976449315055,0.0,86.56386151632687,124.6736048447654,0.061728,0.0,0.036,0.059119266055045874,1,0.25,423.1335486581039,1,63.156,47.724,0.144,3.612,43.968,0.0030173497611264773,0.07568518984158915,0.9212974603972846,28764,0,0,0,0,62342,1475,4318,56549,4726.464207739976,6,2,4,17,17,2,13,5,13,2,0.5,,4
137,12F,12F,12F,False,False,False,3,3,3,12,12,12,191,191,191,c,c,c,0.25,0.375,0.375,0.20359390862944163,0.25655172413793104,0.20213793103448277,0.2007142857142857,591,29,58,504,2.767164849983144,133.17138246823004,90.60284797468533,99.36873905977387,111.93379431202278,0.15805423728813559,0.07129411764705883,0.04133333333333333,0.06197938144329897,15,0.75,561.0776620865809,9,213.576,120.324,7.44,11.724,101.16,0.061833050762940066,0.0974369203151491,0.8407300289219108,57493,4,0,0,4,240934,184,146282,94468,10765.007653477425,11,11,11,11,11,11,13,5,13,2,0.5,0.5,10
138,12F,12F,12F,False,False,False,0,0,0,12,12,12,192,192,192,s,s,s,0.5,0.25,,0.2056271186440678,0.285,0.17810526315789474,0.21133333333333332,59,4,19,36,3.7704498977505114,182.17997256680167,0.0,239.93980086985238,145.09277842244842,0.060620689655172415,0.0,0.06,0.06692307692307692,4,1.0,302.09538696043893,4,15.648,12.132,1.14,3.384,7.608,0.09396636993076161,0.27893175074183973,0.6271018793273986,8545,0,0,0,0,16168,4458,7619,4091,5817.047044032711,4,2,3,16,16,1,6,15,7,3,0.25,,5
139,12F,12F,12F,False,False,False,1,1,1,12,12,12,193,193,193,s,s,s,0.75,0.25,0.25,0.2018580931263858,0.21870967741935485,0.18306569343065693,0.2046539509536785,902,31,137,734,3.463263300159725,132.23529636305105,99.20061498776667,135.35200046645988,117.60540383590049,0.08698335183129856,0.040363636363636365,0.06127659574468085,0.09261055634807418,22,1.1,332.1645719021214,12,260.448,182.076,6.78,25.08,150.216,0.03723719765372702,0.13774467804653,0.8250181242997431,109331,3,0,1,2,261474,21963,122678,116833,16197.14796772297,8,1,9,14,16,1,6,15,7,3,0.25,0.25,11
140,12F,12F,12F,False,False,False,0,0,0,12,12,12,186,186,186,n,n,n,0.75,0.25,,0.18587412587412586,0.0,0.19406896551724137,0.18543646408839778,572,0,29,543,4.17250233426704,129.78888020962535,0.0,102.84610875442569,125.30196440308373,0.05388441330998249,0.0,0.045,0.052583493282149715,0,0.0,,0,137.088,106.32,0.0,5.628,100.692,0.0,0.052934537246049664,0.9470654627539503,54059,0,0,0,0,141542,0,118840,22702,3782.5217230131566,7,2,8,13,12,14,4,18,16,1,0.375,,5
